1, 0.20400000000000773
2, 0.10799999999998988
3, 0.39000000000000057
4, -0.018000000000000682
5, -0.14400000000000546
6, -0.018000000000000682
7, -0.2819999999999965
8, 0.06599999999998829
9, 0.13799999999999102
10, 0.060000000000002274
11, -0.16799999999999216
12, 0.16200000000000614
13, -0.18599999999999284
14, 0.11400000000000432
15, 0.3719999999999999
16, 0.269999999999996
17, -0.006000000000000227
18, 0.3059999999999974
19, -0.07200000000000273
20, -0.29999999999999716
21, 0.060000000000002274
22, 0.3719999999999999
23, 0.3119999999999976
24, 0.4200000000000017
25, 0.27599999999999625
26, -0.02400000000000091
27, 0.269999999999996
28, 0.11400000000000432
29, 0.4440000000000026
30, 0.31799999999999784
31, 0.22799999999999443
32, 0.12599999999999056
33, 0.45000000000000284
34, 0.16799999999999216
35, 0.5640000000000072
36, -0.132000000000005
37, -0.030000000000001137
38, 0.03599999999998715
39, 0.39000000000000057
40, 0.3119999999999976
41, 0.030000000000001137
42, 0.006000000000000227
43, 0.10799999999998988
44, -0.036000000000001364
45, -0.2220000000000084
46, 0.03599999999998715
47, -0.132000000000005
48, -0.04800000000000182
49, -0.20999999999999375
50, -0.060000000000002274
51, 0.02400000000000091
52, -0.22799999999999443
53, -0.13799999999999102
54, 8.082000000000008
55, 143.56799999999998
56, 307.392
57, 382.722
58, 395.286
59, 399.88800000000003
60, 402.63
61, 407.87399999999997
62, 405.546
63, 406.524
64, 408.294
65, 404.31
66, 402.95399999999995
67, 402.12
68, 408.372
69, 408.14399999999995
70, 406.41
71, 407.334
72, 403.05600000000004
73, 410.05199999999996
74, 405.162
75, 410.604
76, 406.668
77, 411.93600000000004
78, 405.32399999999996
79, 408.49199999999996
80, 408.50399999999996
81, 412.80600000000004
82, 408.39
83, 408.498
84, 404.82
85, 402.666
86, 400.32
87, 402.162
88, 396.81
89, 370.734
90, 275.424
91, 43.8
92, -0.08400000000000318
93, -0.04200000000000159
94, -0.006000000000000227
95, 0.26400000000001
96, 0.269999999999996
97, 0.1740000000000066
98, 0.054000000000002046
99, 0.3539999999999992
100, 0.14400000000000546
101, 0.269999999999996
102, 0.20999999999999375
103, 0.09599999999998943
104, -0.10200000000000387
105, 0.12599999999999056
106, -0.012000000000000455
107, 0.49200000000000443
108, 0.03599999999998715
